Date,Time,Retrieved_AOD,Truth_AOD,Relative_Difference,Absolute_Difference,Zip_File
20060811,1300Z,1.7177,2.409792423248291,-0.2872000163048823,0.692092423248291,ss450-g5nr.leV120.GRASP.example_20060811_1300Z.polarimeter07.20060811_1300z.zip
20060811,1300Z,1.6031,2.2481236457824707,-0.2869164456290246,0.6450236457824707,ss450-g5nr.leV120.GRASP.example_20060811_1300Z.polarimeter07.20060811_1300z.zip
20060811,1300Z,1.4304,2.02211332321167,-0.2926212474936208,0.59171332321167,ss450-g5nr.leV120.GRASP.example_20060811_1300Z.polarimeter07.20060811_1300z.zip
20060811,1300Z,1.7689,2.4195775985717773,-0.26892198000008677,0.6506775985717774,ss450-g5nr.leV120.GRASP.example_20060811_1300Z.polarimeter07.20060811_1300z.zip
20060811,1300Z,1.6434,2.256901264190674,-0.2718334532063261,0.6135012641906739,ss450-g5nr.leV120.GRASP.example_20060811_1300Z.polarimeter07.20060811_1300z.zip
20060811,1300Z,1.4647,2.029482841491699,-0.27828904484680234,0.5647828414916993,ss450-g5nr.leV120.GRASP.example_20060811_1300Z.polarimeter07.20060811_1300z.zip
20060811,1300Z,1.6939,2.406752586364746,-0.29618856146799316,0.7128525863647461,ss450-g5nr.leV120.GRASP.example_20060811_1300Z.polarimeter07.20060811_1300z.zip
20060811,1300Z,1.575,2.244655132293701,-0.2983331927739893,0.6696551322937012,ss450-g5nr.leV120.GRASP.example_20060811_1300Z.polarimeter07.20060811_1300z.zip
20060811,1300Z,1.409,2.018059253692627,-0.3018044453244748,0.6090592536926269,ss450-g5nr.leV120.GRASP.example_20060811_1300Z.polarimeter07.20060811_1300z.zip
20060811,1300Z,1.6584,2.370476722717285,-0.30039388950465173,0.7120767227172851,ss450-g5nr.leV120.GRASP.example_20060811_1300Z.polarimeter07.20060811_1300z.zip
20060811,1300Z,1.5484,2.2106800079345703,-0.2995820315728715,0.6622800079345703,ss450-g5nr.leV120.GRASP.example_20060811_1300Z.polarimeter07.20060811_1300z.zip
20060811,1300Z,1.3913,1.987310767173767,-0.29990818598611907,0.5960107671737671,ss450-g5nr.leV120.GRASP.example_20060811_1300Z.polarimeter07.20060811_1300z.zip
20060811,1300Z,1.5406,2.2397048473358154,-0.3121415074702446,0.6991048473358155,ss450-g5nr.leV120.GRASP.example_20060811_1300Z.polarimeter07.20060811_1300z.zip
20060811,1300Z,1.4342,2.0886032581329346,-0.3133209984159105,0.6544032581329347,ss450-g5nr.leV120.GRASP.example_20060811_1300Z.polarimeter07.20060811_1300z.zip
20060811,1300Z,1.2853,1.8774070739746094,-0.31538555605901436,0.5921070739746093,ss450-g5nr.leV120.GRASP.example_20060811_1300Z.polarimeter07.20060811_1300z.zip
20060811,1300Z,1.4415,2.0724551677703857,-0.3044481625381492,0.6309551677703857,ss450-g5nr.leV120.GRASP.example_20060811_1300Z.polarimeter07.20060811_1300z.zip
20060811,1300Z,1.2324,1.9325389862060547,-0.3622897086182784,0.7001389862060547,ss450-g5nr.leV120.GRASP.example_20060811_1300Z.polarimeter07.20060811_1300z.zip
20060811,1300Z,1.0975,1.736997365951538,-0.3681625421471019,0.6394973659515382,ss450-g5nr.leV120.GRASP.example_20060811_1300Z.polarimeter07.20060811_1300z.zip
20060811,1300Z,1.4359,2.065783977508545,-0.30491280035399515,0.629883977508545,ss450-g5nr.leV120.GRASP.example_20060811_1300Z.polarimeter07.20060811_1300z.zip
20060811,1300Z,1.2182,1.926353096961975,-0.36761334050273214,0.7081530969619751,ss450-g5nr.leV120.GRASP.example_20060811_1300Z.polarimeter07.20060811_1300z.zip
20060811,1300Z,1.09,1.7314832210540771,-0.37048191588224605,0.6414832210540771,ss450-g5nr.leV120.GRASP.example_20060811_1300Z.polarimeter07.20060811_1300z.zip
20060811,1300Z,1.4701,2.1393980979919434,-0.31284411191173445,0.6692980979919434,ss450-g5nr.leV120.GRASP.example_20060811_1300Z.polarimeter07.20060811_1300z.zip
20060811,1300Z,1.3731,1.995046615600586,-0.3117454052136802,0.621946615600586,ss450-g5nr.leV120.GRASP.example_20060811_1300Z.polarimeter07.20060811_1300z.zip
20060811,1300Z,1.2107,1.7932796478271484,-0.3248682649875823,0.5825796478271483,ss450-g5nr.leV120.GRASP.example_20060811_1300Z.polarimeter07.20060811_1300z.zip
20060811,1300Z,1.5888,2.2424027919769287,-0.2914743035084722,0.6536027919769287,ss450-g5nr.leV120.GRASP.example_20060811_1300Z.polarimeter07.20060811_1300z.zip
20060811,1300Z,1.3747,2.091484546661377,-0.3427156790642204,0.7167845466613769,ss450-g5nr.leV120.GRASP.example_20060811_1300Z.polarimeter07.20060811_1300z.zip
20060811,1300Z,1.3399,1.8804996013641357,-0.2874765838673821,0.5405996013641357,ss450-g5nr.leV120.GRASP.example_20060811_1300Z.polarimeter07.20060811_1300z.zip
20060811,1300Z,1.6975,2.338440179824829,-0.2740887645339901,0.6409401798248291,ss450-g5nr.leV120.GRASP.example_20060811_1300Z.polarimeter07.20060811_1300z.zip
20060811,1300Z,1.5721,2.18196439743042,-0.27950245116218386,0.6098643974304199,ss450-g5nr.leV120.GRASP.example_20060811_1300Z.polarimeter07.20060811_1300z.zip
20060811,1300Z,1.2843,1.9631431102752686,-0.3457940008153977,0.6788431102752686,ss450-g5nr.leV120.GRASP.example_20060811_1300Z.polarimeter07.20060811_1300z.zip
20060811,1300Z,1.6529,2.367366313934326,-0.301797955698269,0.7144663139343261,ss450-g5nr.leV120.GRASP.example_20060811_1300Z.polarimeter07.20060811_1300z.zip
20060811,1300Z,1.5466,2.2093145847320557,-0.299963884415505,0.6627145847320557,ss450-g5nr.leV120.GRASP.example_20060811_1300Z.polarimeter07.20060811_1300z.zip
20060811,1300Z,1.3776,1.9882771968841553,-0.30713886265011353,0.6106771968841553,ss450-g5nr.leV120.GRASP.example_20060811_1300Z.polarimeter07.20060811_1300z.zip
20060811,1300Z,1.6362,2.3536219596862793,-0.3048161395392089,0.7174219596862792,ss450-g5nr.leV120.GRASP.example_20060811_1300Z.polarimeter07.20060811_1300z.zip
20060811,1300Z,1.5259,2.1966094970703125,-0.3053385219197399,0.6707094970703125,ss450-g5nr.leV120.GRASP.example_20060811_1300Z.polarimeter07.20060811_1300z.zip
20060811,1300Z,1.3596,1.9770244359970093,-0.3122998506013121,0.6174244359970094,ss450-g5nr.leV120.GRASP.example_20060811_1300Z.polarimeter07.20060811_1300z.zip
20060811,1300Z,1.5357,2.2349324226379395,-0.3128651298604457,0.6992324226379394,ss450-g5nr.leV120.GRASP.example_20060811_1300Z.polarimeter07.20060811_1300z.zip
20060811,1300Z,1.4316,2.085000991821289,-0.31338162158404087,0.6534009918212891,ss450-g5nr.leV120.GRASP.example_20060811_1300Z.polarimeter07.20060811_1300z.zip
20060811,1300Z,1.2851,1.8753536939620972,-0.31474259808295496,0.5902536939620973,ss450-g5nr.leV120.GRASP.example_20060811_1300Z.polarimeter07.20060811_1300z.zip
20060811,1300Z,1.5052,2.1493611335754395,-0.2996988842465408,0.6441611335754394,ss450-g5nr.leV120.GRASP.example_20060811_1300Z.polarimeter07.20060811_1300z.zip
20060811,1300Z,1.3989,2.0044262409210205,-0.30209454883347825,0.6055262409210205,ss450-g5nr.leV120.GRASP.example_20060811_1300Z.polarimeter07.20060811_1300z.zip
20060811,1300Z,1.2545,1.8018014430999756,-0.3037523613913588,0.5473014430999756,ss450-g5nr.leV120.GRASP.example_20060811_1300Z.polarimeter07.20060811_1300z.zip
20060811,1300Z,1.4597,2.0754427909851074,-0.29668020417601854,0.6157427909851074,ss450-g5nr.leV120.GRASP.example_20060811_1300Z.polarimeter07.20060811_1300z.zip
20060811,1300Z,1.3504,1.9351873397827148,-0.3021864228650728,0.5847873397827148,ss450-g5nr.leV120.GRASP.example_20060811_1300Z.polarimeter07.20060811_1300z.zip
20060811,1300Z,1.2091,1.7391185760498047,-0.30476275933621333,0.5300185760498046,ss450-g5nr.leV120.GRASP.example_20060811_1300Z.polarimeter07.20060811_1300z.zip
20060811,1300Z,1.4704,2.0215859413146973,-0.2726502643544527,0.5511859413146973,ss450-g5nr.leV120.GRASP.example_20060811_1300Z.polarimeter07.20060811_1300z.zip
20060811,1300Z,1.3657,1.8849122524261475,-0.27545698838651417,0.5192122524261475,ss450-g5nr.leV120.GRASP.example_20060811_1300Z.polarimeter07.20060811_1300z.zip
20060811,1300Z,1.3393,2.0056726932525635,-0.33224398751319634,0.6663726932525635,ss450-g5nr.leV120.GRASP.example_20060811_1300Z.polarimeter07.20060811_1300z.zip
20060811,1300Z,1.346,1.8703222274780273,-0.2803379117110915,0.5243222274780273,ss450-g5nr.leV120.GRASP.example_20060811_1300Z.polarimeter07.20060811_1300z.zip
20060811,1300Z,1.442,1.99043869972229,-0.27553659391711455,0.5484386997222901,ss450-g5nr.leV120.GRASP.example_20060811_1300Z.polarimeter07.20060811_1300z.zip
20060811,1300Z,1.3462,1.8565548658370972,-0.2748935004444291,0.5103548658370971,ss450-g5nr.leV120.GRASP.example_20060811_1300Z.polarimeter07.20060811_1300z.zip
20060811,1300Z,1.405,1.9215810298919678,-0.268831249817766,0.5165810298919677,ss450-g5nr.leV120.GRASP.example_20060811_1300Z.polarimeter07.20060811_1300z.zip
20060811,1300Z,1.238,1.777519702911377,-0.3035238945749544,0.539519702911377,ss450-g5nr.leV120.GRASP.example_20060811_1300Z.polarimeter07.20060811_1300z.zip
20060811,1300Z,1.1261,1.6585921049118042,-0.3210506690191435,0.5324921049118041,ss450-g5nr.leV120.GRASP.example_20060811_1300Z.polarimeter07.20060811_1300z.zip
20060811,1300Z,1.1105,1.616084098815918,-0.31284516640337734,0.5055840988159179,ss450-g5nr.leV120.GRASP.example_20060811_1300Z.polarimeter07.20060811_1300z.zip
20060811,1300Z,1.0571,1.6283280849456787,-0.3508065052902008,0.5712280849456788,ss450-g5nr.leV120.GRASP.example_20060811_1300Z.polarimeter07.20060811_1300z.zip
20060811,1300Z,1.1962,1.6966838836669922,-0.2949776846971113,0.5004838836669923,ss450-g5nr.leV120.GRASP.example_20060811_1300Z.polarimeter07.20060811_1300z.zip
20060811,1300Z,1.2246,1.7537261247634888,-0.30171536894613343,0.5291261247634889,ss450-g5nr.leV120.GRASP.example_20060811_1300Z.polarimeter07.20060811_1300z.zip
20060811,1300Z,1.2464,1.7958022356033325,-0.30593693710307185,0.5494022356033326,ss450-g5nr.leV120.GRASP.example_20060811_1300Z.polarimeter07.20060811_1300z.zip
20060811,1300Z,1.2696,1.7841534614562988,-0.28840201954169303,0.5145534614562988,ss450-g5nr.leV120.GRASP.example_20060811_1300Z.polarimeter07.20060811_1300z.zip
20060811,1300Z,1.0714,1.749375820159912,-0.3875529845256108,0.6779758201599122,ss450-g5nr.leV120.GRASP.example_20060811_1300Z.polarimeter07.20060811_1300z.zip
20060811,1300Z,1.0837,1.6324028968811035,-0.3361320283916822,0.5487028968811034,ss450-g5nr.leV120.GRASP.example_20060811_1300Z.polarimeter07.20060811_1300z.zip
20060811,1300Z,1.1833,1.6952499151229858,-0.3019908218581714,0.5119499151229858,ss450-g5nr.leV120.GRASP.example_20060811_1300Z.polarimeter07.20060811_1300z.zip
20060811,1300Z,1.1754,1.6999950408935547,-0.3085862183561524,0.5245950408935547,ss450-g5nr.leV120.GRASP.example_20060811_1300Z.polarimeter07.20060811_1300z.zip
20060811,1300Z,1.2251,1.7440330982208252,-0.29754773504597737,0.5189330982208251,ss450-g5nr.leV120.GRASP.example_20060811_1300Z.polarimeter07.20060811_1300z.zip
20060811,1300Z,1.3062,1.881596326828003,-0.3058022162479487,0.5753963268280029,ss450-g5nr.leV120.GRASP.example_20060811_1300Z.polarimeter07.20060811_1300z.zip
20060811,1300Z,1.2384,1.7566909790039062,-0.29503821969746324,0.5182909790039063,ss450-g5nr.leV120.GRASP.example_20060811_1300Z.polarimeter07.20060811_1300z.zip
20060811,1300Z,1.3335,1.8783271312713623,-0.2900597676521828,0.5448271312713624,ss450-g5nr.leV120.GRASP.example_20060811_1300Z.polarimeter07.20060811_1300z.zip
20060811,1300Z,1.2038,1.75333833694458,-0.31342401256235697,0.5495383369445801,ss450-g5nr.leV120.GRASP.example_20060811_1300Z.polarimeter07.20060811_1300z.zip
20060811,1300Z,1.3138,1.8588831424713135,-0.29323152704835787,0.5450831424713134,ss450-g5nr.leV120.GRASP.example_20060811_1300Z.polarimeter07.20060811_1300z.zip
20060811,1300Z,1.2232,1.7347948551177979,-0.29490222063349325,0.5115948551177978,ss450-g5nr.leV120.GRASP.example_20060811_1300Z.polarimeter07.20060811_1300z.zip
20060811,1300Z,1.2726,1.8170802593231201,-0.29964568517515255,0.5444802593231202,ss450-g5nr.leV120.GRASP.example_20060811_1300Z.polarimeter07.20060811_1300z.zip
20060811,1300Z,1.3393,1.8515989780426025,-0.2766792292055453,0.5122989780426026,ss450-g5nr.leV120.GRASP.example_20060811_1300Z.polarimeter07.20060811_1300z.zip
20060811,1300Z,1.3284,1.8566348552703857,-0.2845119780935373,0.5282348552703857,ss450-g5nr.leV120.GRASP.example_20060811_1300Z.polarimeter07.20060811_1300z.zip
20060811,1300Z,1.3414,1.847469687461853,-0.2739258407844933,0.5060696874618531,ss450-g5nr.leV120.GRASP.example_20060811_1300Z.polarimeter07.20060811_1300z.zip
20060811,1300Z,1.2063,1.72385835647583,-0.3002325304347514,0.5175583564758302,ss450-g5nr.leV120.GRASP.example_20060811_1300Z.polarimeter07.20060811_1300z.zip
20060811,1300Z,1.3716,1.8967407941818237,-0.27686481768762083,0.5251407941818238,ss450-g5nr.leV120.GRASP.example_20060811_1300Z.polarimeter07.20060811_1300z.zip
20060811,1300Z,1.2376,1.7701061964035034,-0.3008329090567831,0.5325061964035034,ss450-g5nr.leV120.GRASP.example_20060811_1300Z.polarimeter07.20060811_1300z.zip
20060811,1300Z,1.3687,1.9546210765838623,-0.2997619761718166,0.5859210765838623,ss450-g5nr.leV120.GRASP.example_20060811_1300Z.polarimeter07.20060811_1300z.zip
20060811,1300Z,1.2693,1.824234962463379,-0.3042014728815499,0.5549349624633788,ss450-g5nr.leV120.GRASP.example_20060811_1300Z.polarimeter07.20060811_1300z.zip
20060811,1300Z,1.1304,1.6417639255523682,-0.3114722632124596,0.5113639255523681,ss450-g5nr.leV120.GRASP.example_20060811_1300Z.polarimeter07.20060811_1300z.zip
20060811,1300Z,1.393,1.9955875873565674,-0.30195997969439076,0.6025875873565674,ss450-g5nr.leV120.GRASP.example_20060811_1300Z.polarimeter07.20060811_1300z.zip
20060811,1300Z,1.298,1.8623223304748535,-0.3030207613581925,0.5643223304748535,ss450-g5nr.leV120.GRASP.example_20060811_1300Z.polarimeter07.20060811_1300z.zip
20060811,1300Z,1.1563,1.6758360862731934,-0.3100160514078457,0.5195360862731933,ss450-g5nr.leV120.GRASP.example_20060811_1300Z.polarimeter07.20060811_1300z.zip
20060811,1300Z,1.4165,2.015820264816284,-0.29730838372681223,0.5993202648162841,ss450-g5nr.leV120.GRASP.example_20060811_1300Z.polarimeter07.20060811_1300z.zip
20060811,1300Z,1.3213,1.8807951211929321,-0.2974779734849914,0.5594951211929322,ss450-g5nr.leV120.GRASP.example_20060811_1300Z.polarimeter07.20060811_1300z.zip
20060811,1300Z,1.17,1.6918745040893555,-0.3084593466169953,0.5218745040893555,ss450-g5nr.leV120.GRASP.example_20060811_1300Z.polarimeter07.20060811_1300z.zip
20060811,1300Z,1.4132,2.020317792892456,-0.30050608623470837,0.607117792892456,ss450-g5nr.leV120.GRASP.example_20060811_1300Z.polarimeter07.20060811_1300z.zip
20060811,1300Z,1.3146,1.8845710754394531,-0.30244074254750225,0.5699710754394531,ss450-g5nr.leV120.GRASP.example_20060811_1300Z.polarimeter07.20060811_1300z.zip
20060811,1300Z,1.1677,1.6946642398834229,-0.3109549534836902,0.5269642398834229,ss450-g5nr.leV120.GRASP.example_20060811_1300Z.polarimeter07.20060811_1300z.zip
20060811,1300Z,1.4544,2.0211405754089355,-0.2804063123092106,0.5667405754089356,ss450-g5nr.leV120.GRASP.example_20060811_1300Z.polarimeter07.20060811_1300z.zip
20060811,1300Z,1.3584,1.8851628303527832,-0.2794256399879296,0.5267628303527832,ss450-g5nr.leV120.GRASP.example_20060811_1300Z.polarimeter07.20060811_1300z.zip
20060811,1300Z,1.4282,2.023500919342041,-0.2941935502236433,0.5953009193420411,ss450-g5nr.leV120.GRASP.example_20060811_1300Z.polarimeter07.20060811_1300z.zip
20060811,1300Z,1.3188,1.8873850107192993,-0.3012554446973204,0.5685850107192993,ss450-g5nr.leV120.GRASP.example_20060811_1300Z.polarimeter07.20060811_1300z.zip
20060811,1300Z,1.1817,1.6969704627990723,-0.3036413856898594,0.5152704627990723,ss450-g5nr.leV120.GRASP.example_20060811_1300Z.polarimeter07.20060811_1300z.zip
20060811,1300Z,1.4323,2.0365071296691895,-0.2966879520659164,0.6042071296691895,ss450-g5nr.leV120.GRASP.example_20060811_1300Z.polarimeter07.20060811_1300z.zip
20060811,1300Z,1.3258,1.8995895385742188,-0.3020597486575388,0.5737895385742187,ss450-g5nr.leV120.GRASP.example_20060811_1300Z.polarimeter07.20060811_1300z.zip
20060811,1300Z,1.1872,1.7080490589141846,-0.30493799706507896,0.5208490589141845,ss450-g5nr.leV120.GRASP.example_20060811_1300Z.polarimeter07.20060811_1300z.zip
20060811,1300Z,1.511,2.148808002471924,-0.29681944675290156,0.6378080024719239,ss450-g5nr.leV120.GRASP.example_20060811_1300Z.polarimeter07.20060811_1300z.zip
20060811,1300Z,1.4011,2.004700183868408,-0.30109249688582335,0.6036001838684082,ss450-g5nr.leV120.GRASP.example_20060811_1300Z.polarimeter07.20060811_1300z.zip
20060811,1300Z,1.2491,1.8030720949172974,-0.30723790605982765,0.5539720949172973,ss450-g5nr.leV120.GRASP.example_20060811_1300Z.polarimeter07.20060811_1300z.zip
20060811,1300Z,1.5429,2.177649974822998,-0.29148393091713065,0.6347499748229981,ss450-g5nr.leV120.GRASP.example_20060811_1300Z.polarimeter07.20060811_1300z.zip
20060811,1300Z,1.4309,2.0318593978881836,-0.29576820055206166,0.6009593978881835,ss450-g5nr.leV120.GRASP.example_20060811_1300Z.polarimeter07.20060811_1300z.zip
20060811,1300Z,1.2705,1.8278594017028809,-0.3049246573251917,0.5573594017028809,ss450-g5nr.leV120.GRASP.example_20060811_1300Z.polarimeter07.20060811_1300z.zip
20060811,1300Z,1.5454,2.154463768005371,-0.2826985429275748,0.609063768005371,ss450-g5nr.leV120.GRASP.example_20060811_1300Z.polarimeter07.20060811_1300z.zip
20060811,1300Z,1.4411,2.010518789291382,-0.28321982978934335,0.5694187892913818,ss450-g5nr.leV120.GRASP.example_20060811_1300Z.polarimeter07.20060811_1300z.zip
20060811,1300Z,1.2832,1.8090848922729492,-0.29069110826094136,0.5258848922729493,ss450-g5nr.leV120.GRASP.example_20060811_1300Z.polarimeter07.20060811_1300z.zip
20060811,1300Z,1.5647,2.1338038444519043,-0.26670860394765394,0.5691038444519043,ss450-g5nr.leV120.GRASP.example_20060811_1300Z.polarimeter07.20060811_1300z.zip
20060811,1300Z,1.4537,1.9911471605300903,-0.2699183521859877,0.5374471605300903,ss450-g5nr.leV120.GRASP.example_20060811_1300Z.polarimeter07.20060811_1300z.zip
20060811,1300Z,1.596,2.1470000743865967,-0.25663719389670664,0.5510000743865966,ss450-g5nr.leV120.GRASP.example_20060811_1300Z.polarimeter07.20060811_1300z.zip
20060811,1300Z,1.4482,2.0034971237182617,-0.27716392359360803,0.5552971237182618,ss450-g5nr.leV120.GRASP.example_20060811_1300Z.polarimeter07.20060811_1300z.zip
20060811,1300Z,1.5523,2.170783519744873,-0.2849125737869808,0.618483519744873,ss450-g5nr.leV120.GRASP.example_20060811_1300Z.polarimeter07.20060811_1300z.zip
20060811,1300Z,1.4433,2.0259475708007812,-0.28759262045980905,0.5826475708007812,ss450-g5nr.leV120.GRASP.example_20060811_1300Z.polarimeter07.20060811_1300z.zip
20060811,1300Z,1.2838,1.8232500553131104,-0.2958727760578455,0.5394500553131103,ss450-g5nr.leV120.GRASP.example_20060811_1300Z.polarimeter07.20060811_1300z.zip
20060811,1300Z,1.2819,2.186913013458252,-0.41383128084601734,0.9050130134582519,ss450-g5nr.leV120.GRASP.example_20060811_1300Z.polarimeter07.20060811_1300z.zip
20060811,1300Z,1.3492,2.0411996841430664,-0.339016162661019,0.6919996841430665,ss450-g5nr.leV120.GRASP.example_20060811_1300Z.polarimeter07.20060811_1300z.zip
20060811,1300Z,1.1904,1.8372606039047241,-0.35207885181337556,0.6468606039047242,ss450-g5nr.leV120.GRASP.example_20060811_1300Z.polarimeter07.20060811_1300z.zip
20060811,1300Z,1.5777,2.1998634338378906,-0.2828191169814854,0.6221634338378905,ss450-g5nr.leV120.GRASP.example_20060811_1300Z.polarimeter07.20060811_1300z.zip
20060811,1300Z,1.4696,2.053394079208374,-0.28430688737226645,0.583794079208374,ss450-g5nr.leV120.GRASP.example_20060811_1300Z.polarimeter07.20060811_1300z.zip
20060811,1300Z,1.3043,1.8483902215957642,-0.2943589590763127,0.5440902215957641,ss450-g5nr.leV120.GRASP.example_20060811_1300Z.polarimeter07.20060811_1300z.zip
20060811,1300Z,1.5825,2.2278389930725098,-0.2896703913878869,0.6453389930725097,ss450-g5nr.leV120.GRASP.example_20060811_1300Z.polarimeter07.20060811_1300z.zip
20060811,1300Z,1.4639,2.0794925689697266,-0.29603018455349356,0.6155925689697266,ss450-g5nr.leV120.GRASP.example_20060811_1300Z.polarimeter07.20060811_1300z.zip
20060811,1300Z,1.3074,1.8718606233596802,-0.30155056221363685,0.5644606233596803,ss450-g5nr.leV120.GRASP.example_20060811_1300Z.polarimeter07.20060811_1300z.zip
20060811,1300Z,1.626,2.2677040100097656,-0.2829752062779138,0.6417040100097657,ss450-g5nr.leV120.GRASP.example_20060811_1300Z.polarimeter07.20060811_1300z.zip
20060811,1300Z,1.5145,2.1163711547851562,-0.28438828105567115,0.6018711547851563,ss450-g5nr.leV120.GRASP.example_20060811_1300Z.polarimeter07.20060811_1300z.zip
20060811,1300Z,1.2511,1.9045802354812622,-0.34310984820029716,0.6534802354812621,ss450-g5nr.leV120.GRASP.example_20060811_1300Z.polarimeter07.20060811_1300z.zip
20060811,1300Z,1.6168,2.323726177215576,-0.30422094657583804,0.7069261772155762,ss450-g5nr.leV120.GRASP.example_20060811_1300Z.polarimeter07.20060811_1300z.zip
20060811,1300Z,1.4939,2.16872239112854,-0.3111612596840401,0.67482239112854,ss450-g5nr.leV120.GRASP.example_20060811_1300Z.polarimeter07.20060811_1300z.zip
20060811,1300Z,1.3365,1.9517905712127686,-0.3152441559498109,0.6152905712127685,ss450-g5nr.leV120.GRASP.example_20060811_1300Z.polarimeter07.20060811_1300z.zip
20060811,1300Z,1.6481,2.3759570121765137,-0.30634266884725947,0.7278570121765138,ss450-g5nr.leV120.GRASP.example_20060811_1300Z.polarimeter07.20060811_1300z.zip
20060811,1300Z,1.5292,2.217630624771118,-0.3104352082268756,0.6884306247711183,ss450-g5nr.leV120.GRASP.example_20060811_1300Z.polarimeter07.20060811_1300z.zip
20060811,1300Z,1.3664,1.9960405826568604,-0.3154447800949856,0.6296405826568603,ss450-g5nr.leV120.GRASP.example_20060811_1300Z.polarimeter07.20060811_1300z.zip
